Branch	Duplications	Transfers	Losses	Originations	CopyNum
77	35.66000000000003	445.8599999999854	592.2199999999805	259.6200000000001	2257.280000000022
78	31.330000000000112	380.9799999999902	223.3699999999987	129.96000000000134	2280.6100000000292
79	13.66999999999994	234.98999999999964	375.94999999998714	91.96000000000069	2039.3499999999624
80	12.25999999999994	298.28999999999223	363.93999999999124	98.49000000000123	2108.359999999975
81	12.459999999999942	225.25999999999863	456.72999999998854	63.93999999999992	1961.7099999999677
82	19.949999999999953	263.51999999999816	358.4599999999905	127.14000000000159	2074.6799999999585
83	53.79000000000006	564.4399999999848	282.0499999999962	197.35999999999933	2063.2599999999707
84	26.41000000000008	180.97999999999854	373.5099999999923	140.4200000000014	2116.779999999984
85	14.159999999999942	313.31999999998885	425.02999999998906	186.0999999999991	2022.5299999999565
86	28.890000000000082	218.21999999999855	558.8699999999819	303.0599999999966	2142.4799999999955
87	24.090000000000042	427.8299999999871	212.6799999999993	165.02000000000024	1933.979999999973
88	39.03000000000002	301.25999999999345	398.9799999999899	287.37999999999755	2151.1799999999976
89	18.489999999999995	582.9299999999778	85.92000000000162	220.28999999999934	1529.719999999967
90	17.50999999999995	401.8699999999905	267.0499999999982	160.41000000000068	1922.4899999999775
91	17.669999999999973	587.09999999998	66.99000000000026	278.039999999997	1609.7499999999673
92	10.609999999999962	0.0	4.939999999999949	788.2599999999712	793.9299999999726
