Branch	Duplications	Transfers	Losses	Originations	CopyNum
GCF_007559335_1_ASM755933v1_genomic	50.20999999999998	548.7399999999891	761.4599999999782	24.150000000000055	2346.0
GCF_014230085_1_ASM1423008v1_genomic	80.94000000000005	353.04999999999376	440.5699999999846	24.62000000000007	2071.0
GCF_014230145_1_ASM1423014v1_genomic	56.51999999999998	315.97999999999433	729.4999999999811	15.859999999999914	2647.0
GCF_014651635_1_ASM1465163v1_genomic	51.75999999999999	358.6499999999936	402.1599999999864	21.79000000000003	2083.0
GCF_014803405_1_ASM1480340v1_genomic	60.199999999999974	409.20999999999236	378.7099999999884	21.16000000000002	3100.0
GCF_016595505_1_ASM1659550v1_genomic	124.51000000000006	499.54999999999046	375.89999999998867	28.780000000000147	3292.0
GCF_900104925_1_IMG-taxon_2690315651_genomic	38.28	396.44999999999277	703.1299999999829	17.699999999999953	2486.0
MM_AF_BM_Day8_Bin_4	118.20000000000003	395.75999999999334	449.0999999999876	31.840000000000106	2618.0
MM_AF_Super_Day4_Bin_8	12.149999999999995	62.46999999999971	115.33000000000331	4.379999999999968	2252.0
MM_AF_Super_Day6_Bin_11	5.059999999999999	52.02000000000004	96.58000000000261	4.019999999999973	2674.0
MM_AF_coassembly_bin_52	35.95	108.62000000000297	195.30999999999796	7.3099999999999445	2369.0
MM_GCA_007692545_1_ASM769254v1_sodalakeV2_genomic	93.7100000000001	547.7599999999876	548.3599999999808	29.17000000000019	2130.0
MM_GCA_007695295_1_ASM769529v1_sodalakeV1_genomic	69.44	806.0099999999884	471.0799999999867	39.82000000000002	2489.0
MM_PBR_bin07A_genomic	6.189999999999994	63.249999999999574	177.4599999999999	4.589999999999965	2309.0
MM_PBR_bin56_genomic	6.989999999999996	75.41000000000065	300.88999999999436	5.109999999999962	2097.0
MM_VK_Bin_42	76.27000000000001	338.8599999999942	292.73999999999126	22.160000000000036	2385.0
MM_VK_Bin_48	17.629999999999995	74.52000000000018	125.55000000000396	5.019999999999962	2282.0
MM_VK_Bin_64	9.579999999999997	50.67999999999979	124.19000000000337	3.599999999999975	2228.0
MM_VK_Bin_81	47.400000000000006	686.2399999999883	641.5599999999755	33.92000000000012	2018.0
MM_VK_Bin_83	5.369999999999995	49.539999999999814	144.49000000000154	4.099999999999975	2624.0
opitutales_genome3	195.52999999999994	767.339999999987	203.51999999999967	42.11999999999996	2667.0
47	13.809999999999954	391.14999999999213	505.84999999998655	36.400000000000055	2236.3200000000297
48	29.36	210.1399999999982	271.9499999999961	31.960000000000274	2179.8500000000076
49	11.169999999999963	327.85999999999154	527.9099999999833	41.07000000000007	1891.999999999975
50	18.749999999999968	421.56999999999215	750.5999999999772	42.080000000000126	2051.0299999999866
51	29.23000000000003	641.3399999999901	487.4399999999854	86.90000000000038	2822.070000000052
52	26.29000000000007	346.96999999999224	483.35999999998864	53.820000000000014	2319.230000000033
53	17.669999999999998	289.92999999999074	976.2899999999752	14.449999999999891	1331.8499999999706
54	32.73000000000001	403.51999999999146	450.1899999999889	50.69000000000005	2773.450000000045
55	17.02999999999996	451.4399999999917	412.3399999999871	52.719999999999914	2484.3600000000424
56	15.839999999999963	256.29999999999694	424.6299999999892	29.410000000000235	2007.7199999999798
57	33.58000000000001	323.35999999999234	415.82999999998685	41.390000000000036	2052.959999999978
58	31.780000000000072	309.80999999999386	412.6199999999916	44.11000000000011	2988.140000000047
59	100.96000000000018	525.4299999999891	354.8899999999915	215.47999999999928	3015.0600000000504
60	22.360000000000003	358.3699999999907	384.22999999998984	78.39000000000017	2736.700000000043
61	48.17	399.3499999999904	448.2499999999853	50.2199999999999	2288.3300000000168
62	48.21999999999996	410.94999999999135	346.8299999999915	75.84000000000017	2709.4800000000505
63	44.98000000000003	135.75000000000213	188.9799999999991	28.020000000000145	2412.4300000000076
64	24.01000000000002	153.82000000000045	281.65999999999565	21.55000000000007	2310.3799999999956
65	67.22	306.6299999999938	370.4199999999891	152.45000000000059	2180.34
66	22.740000000000034	442.7599999999901	477.45999999998446	75.22000000000047	2552.040000000058
67	33.81000000000014	403.4699999999884	480.6299999999857	112.37000000000118	2375.5100000000452
68	13.439999999999957	209.7299999999981	266.0099999999979	39.70000000000022	2130.7999999999815
69	67.67000000000003	663.1399999999838	389.42999999998636	238.05000000000058	2528.0800000000413
70	49.78000000000004	711.6799999999822	470.34999999998524	159.24000000000063	2661.8100000000536
71	36.260000000000026	435.81999999999016	337.3499999999905	147.73000000000084	2521.30000000005
72	21.08000000000001	202.00999999999866	292.059999999995	221.18000000000018	2392.6600000000035
73	23.49000000000009	379.2699999999898	305.99999999999255	91.21000000000093	2488.780000000053
74	35.0700000000001	378.56999999998783	358.3599999999906	83.62000000000086	2306.4900000000493
75	40.480000000000025	306.3399999999942	497.70999999998406	245.01999999999967	2133.9399999999964
76	16.289999999999942	483.9699999999878	404.03999999998774	155.79000000000045	2238.840000000019
77	34.56000000000005	469.51999999998554	546.4899999999813	258.40000000000003	2240.4500000000235
78	32.510000000000105	382.53999999998945	227.46999999999815	127.14000000000152	2300.810000000036
79	12.76999999999995	233.75999999999905	369.7799999999884	92.60000000000072	2039.8099999999636
80	12.769999999999945	335.9599999999887	292.6199999999947	102.82000000000137	2024.4599999999723
81	12.439999999999939	222.3299999999979	475.129999999988	58.86000000000001	1986.0899999999617
82	19.999999999999982	270.8499999999964	335.4799999999915	128.2600000000017	2070.459999999959
83	56.37000000000007	892.6099999999764	121.35000000000264	221.4799999999986	1865.5299999999804
84	27.640000000000096	177.59999999999852	376.44999999999123	127.34000000000195	2167.590000000007
85	14.00999999999994	354.2199999999864	472.309999999988	185.44999999999982	1986.8299999999606
86	32.150000000000134	212.03999999999868	554.8599999999849	288.03999999999746	2211.4600000000105
87	23.250000000000014	497.79999999998444	187.14999999999992	145.9200000000012	1905.4599999999746
88	40.75000000000003	289.2799999999957	418.7899999999889	278.03999999999814	2234.0900000000292
89	19.310000000000016	355.3299999999926	424.51999999999117	146.0400000000013	2044.8099999999704
90	22.45000000000004	410.3399999999874	135.17000000000237	225.39000000000001	1948.649999999963
91	24.370000000000005	251.8399999999979	59.519999999999946	392.52999999999173	1425.6399999999658
92	15.84999999999995	0.0	4.799999999999952	805.3699999999777	816.4199999999779
